title,url,source,difficulty,patterns
997. Find the Town Judge,https://leetcode.com/problems/find-the-town-judge,leetcode,Easy,"Graph Traversal,Hash Table/Hash Map"
998. Maximum Binary Tree II,https://leetcode.com/problems/maximum-binary-tree-ii,leetcode,Medium,Binary Tree Construction
999. Available Captures for Rook,https://leetcode.com/problems/available-captures-for-rook,leetcode,Easy,Matrix Traversal
1000. Minimum Cost to Merge Stones,https://leetcode.com/problems/minimum-cost-to-merge-stones,leetcode,Hard,Dynamic Programming
1001. Grid Illumination,https://leetcode.com/problems/grid-illumination,leetcode,Hard,Hash Table/Hash Map
1002. Find Common Characters,https://leetcode.com/problems/find-common-characters,leetcode,Easy,"Hash Table/Hash Map,String Manipulation"
1003. Check If Word Is Valid After Substitutions,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions,leetcode,Medium,"Stack,String Manipulation"
1004. Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii,leetcode,Medium,"Sliding Window,Binary Search"
1005. Maximize Sum Of Array After K Negations,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations,leetcode,Easy,"Greedy,Sorting Algorithms"
1006. Clumsy Factorial,https://leetcode.com/problems/clumsy-factorial,leetcode,Medium,Stack
1007. Minimum Domino Rotations For Equal Row,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row,leetcode,Medium,Greedy
1008. Construct Binary Search Tree from Preorder Traversal,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,leetcode,Medium,"Binary Search,Stack,Tree Traversal,Monotonic Stack"
1009. Complement of Base 10 Integer,https://leetcode.com/problems/complement-of-base-10-integer,leetcode,Easy,Bit Manipulation
1010. Pairs of Songs With Total Durations Divisible by 60,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,leetcode,Medium,Hash Table/Hash Map
1011. Capacity To Ship Packages Within D Days,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,leetcode,Medium,Binary Search
1012. Numbers With Repeated Digits,https://leetcode.com/problems/numbers-with-repeated-digits,leetcode,Hard,Dynamic Programming
1013. Partition Array Into Three Parts With Equal Sum,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum,leetcode,Easy,Greedy
1014. Best Sightseeing Pair,https://leetcode.com/problems/best-sightseeing-pair,leetcode,Medium,Dynamic Programming
1015. Smallest Integer Divisible by K,https://leetcode.com/problems/smallest-integer-divisible-by-k,leetcode,Medium,"Hash Table/Hash Map,Math and Geometry"
1016. Binary String With Substrings Representing 1 To N,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n,leetcode,Medium,String Manipulation
1017. Convert to Base -2,https://leetcode.com/problems/convert-to-base-2,leetcode,Medium,Math and Geometry
1018. Binary Prefix Divisible By 5,https://leetcode.com/problems/binary-prefix-divisible-by-5,leetcode,Easy,Two Pointers
1019. Next Greater Node In Linked List,https://leetcode.com/problems/next-greater-node-in-linked-list,leetcode,Medium,"Stack,Monotonic Stack,Linked List Manipulation"
1020. Number of Enclaves,https://leetcode.com/problems/number-of-enclaves,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Union Find (Disjoint Set),Matrix Traversal"
1021. Remove Outermost Parentheses,https://leetcode.com/problems/remove-outermost-parentheses,leetcode,Easy,"Stack,String Manipulation"
1022. Sum of Root To Leaf Binary Numbers,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers,leetcode,Easy,"Depth-First Search (DFS),Tree Traversal"
1023. Camelcase Matching,https://leetcode.com/problems/camelcase-matching,leetcode,Medium,"Two Pointers,Trie,String Manipulation"
1024. Video Stitching,https://leetcode.com/problems/video-stitching,leetcode,Medium,"Dynamic Programming,Greedy"
1025. Divisor Game,https://leetcode.com/problems/divisor-game,leetcode,Easy,Dynamic Programming
1026. Maximum Difference Between Node and Ancestor,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor,leetcode,Medium,"Depth-First Search (DFS),Tree Traversal"
1027. Longest Arithmetic Subsequence,https://leetcode.com/problems/longest-arithmetic-subsequence,leetcode,Medium,"Dynamic Programming,Binary Search,Hash Table/Hash Map"
1028. Recover a Tree From Preorder Traversal,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal,leetcode,Hard,"Depth-First Search (DFS),Tree Traversal,String Manipulation"
1029. Two City Scheduling,https://leetcode.com/problems/two-city-scheduling,leetcode,Medium,"Greedy,Sorting Algorithms"
1030. Matrix Cells in Distance Order,https://leetcode.com/problems/matrix-cells-in-distance-order,leetcode,Easy,"Math and Geometry,Matrix Traversal,Sorting Algorithms"
1031. Maximum Sum of Two Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays,leetcode,Medium,"Dynamic Programming,Sliding Window"
1032. Stream of Characters,https://leetcode.com/problems/stream-of-characters,leetcode,Hard,"Trie,String Manipulation"
1033. Moving Stones Until Consecutive,https://leetcode.com/problems/moving-stones-until-consecutive,leetcode,Medium,Math and Geometry
1034. Coloring A Border,https://leetcode.com/problems/coloring-a-border,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Matrix Traversal"
1035. Uncrossed Lines,https://leetcode.com/problems/uncrossed-lines,leetcode,Medium,Dynamic Programming
1036. Escape a Large Maze,https://leetcode.com/problems/escape-a-large-maze,leetcode,Hard,"Depth-First Search (DFS),Breadth-First Search (BFS),Hash Table/Hash Map"
1037. Valid Boomerang,https://leetcode.com/problems/valid-boomerang,leetcode,Easy,Math and Geometry
1038. Binary Search Tree to Greater Sum Tree,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,leetcode,Medium,"Depth-First Search (DFS),Binary Search,Tree Traversal"
1039. Minimum Score Triangulation of Polygon,https://leetcode.com/problems/minimum-score-triangulation-of-polygon,leetcode,Medium,Dynamic Programming
1040. Moving Stones Until Consecutive II,https://leetcode.com/problems/moving-stones-until-consecutive-ii,leetcode,Medium,"Two Pointers,Sorting Algorithms"
1041. Robot Bounded In Circle,https://leetcode.com/problems/robot-bounded-in-circle,leetcode,Medium,"String Manipulation,Math and Geometry"
1042. Flower Planting With No Adjacent,https://leetcode.com/problems/flower-planting-with-no-adjacent,leetcode,Medium,"Depth-First Search (DFS),Breadth-First Search (BFS),Graph Traversal"
1043. Partition Array for Maximum Sum,https://leetcode.com/problems/partition-array-for-maximum-sum,leetcode,Medium,Dynamic Programming
1044. Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring,leetcode,Hard,"Sliding Window,Binary Search"
1045. Customers Who Bought All Products,https://leetcode.com/problems/customers-who-bought-all-products,leetcode,Medium,Hash Table/Hash Map
1046. Last Stone Weight,https://leetcode.com/problems/last-stone-weight,leetcode,Easy,"Heap/Priority Queue,Queue"
1047. Remove All Adjacent Duplicates In String,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,leetcode,Easy,"Stack,String Manipulation"
1048. Longest String Chain,https://leetcode.com/problems/longest-string-chain,leetcode,Medium,"Dynamic Programming,Two Pointers,Hash Table/Hash Map"
1049. Last Stone Weight II,https://leetcode.com/problems/last-stone-weight-ii,leetcode,Medium,Dynamic Programming
1050. Actors and Directors Who Cooperated At Least Three Times,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times,leetcode,Easy,Hash Table/Hash Map
1051. Height Checker,https://leetcode.com/problems/height-checker,leetcode,Easy,Sorting Algorithms
1052. Grumpy Bookstore Owner,https://leetcode.com/problems/grumpy-bookstore-owner,leetcode,Medium,Sliding Window
1053. Previous Permutation With One Swap,https://leetcode.com/problems/previous-permutation-with-one-swap,leetcode,Medium,Greedy
1054. Distant Barcodes,https://leetcode.com/problems/distant-barcodes,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue,Hash Table/Hash Map,Sorting Algorithms"
1055. Shortest Way to Form String,https://leetcode.com/problems/shortest-way-to-form-string,leetcode,Medium,Hash Table/Hash Map
1056. Confusing Number,https://leetcode.com/problems/confusing-number,leetcode,Easy,Hash Table/Hash Map
1057. Campus Bikes,https://leetcode.com/problems/campus-bikes,leetcode,Medium,Hash Table/Hash Map
1058. Minimize Rounding Error to Meet Target,https://leetcode.com/problems/minimize-rounding-error-to-meet-target,leetcode,Medium,Hash Table/Hash Map
1059. All Paths from Source Lead to Destination,https://leetcode.com/problems/all-paths-from-source-lead-to-destination,leetcode,Medium,Hash Table/Hash Map
1060. Missing Element in Sorted Array,https://leetcode.com/problems/missing-element-in-sorted-array,leetcode,Medium,Hash Table/Hash Map
1061. Lexicographically Smallest Equivalent String,https://leetcode.com/problems/lexicographically-smallest-equivalent-string,leetcode,Medium,"Union Find (Disjoint Set),String Manipulation"
1062. Longest Repeating Substring,https://leetcode.com/problems/longest-repeating-substring,leetcode,Medium,Hash Table/Hash Map
1063. Number of Valid Subarrays,https://leetcode.com/problems/number-of-valid-subarrays,leetcode,Hard,Hash Table/Hash Map
1064. Fixed Point,https://leetcode.com/problems/fixed-point,leetcode,Easy,Hash Table/Hash Map
1065. Index Pairs of a String,https://leetcode.com/problems/index-pairs-of-a-string,leetcode,Easy,Hash Table/Hash Map
1066. Campus Bikes II,https://leetcode.com/problems/campus-bikes-ii,leetcode,Medium,Hash Table/Hash Map
1067. Digit Count in Range,https://leetcode.com/problems/digit-count-in-range,leetcode,Hard,Hash Table/Hash Map
1068. Product Sales Analysis I,https://leetcode.com/problems/product-sales-analysis-i,leetcode,Easy,Hash Table/Hash Map
1069. Product Sales Analysis II,https://leetcode.com/problems/product-sales-analysis-ii,leetcode,Easy,Hash Table/Hash Map
1070. Product Sales Analysis III,https://leetcode.com/problems/product-sales-analysis-iii,leetcode,Medium,Hash Table/Hash Map
1071. Greatest Common Divisor of Strings,https://leetcode.com/problems/greatest-common-divisor-of-strings,leetcode,Easy,"String Manipulation,Math and Geometry"
1072. Flip Columns For Maximum Number of Equal Rows,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,leetcode,Medium,"Hash Table/Hash Map,Matrix Traversal"
1073. Adding Two Negabinary Numbers,https://leetcode.com/problems/adding-two-negabinary-numbers,leetcode,Medium,Math and Geometry
1074. Number of Submatrices That Sum to Target,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,leetcode,Hard,"Hash Table/Hash Map,Matrix Traversal"
1075. Project Employees I,https://leetcode.com/problems/project-employees-i,leetcode,Easy,Hash Table/Hash Map
1076. Project Employees II,https://leetcode.com/problems/project-employees-ii,leetcode,Easy,Hash Table/Hash Map
1077. Project Employees III,https://leetcode.com/problems/project-employees-iii,leetcode,Medium,Hash Table/Hash Map
1078. Occurrences After Bigram,https://leetcode.com/problems/occurrences-after-bigram,leetcode,Easy,String Manipulation
1079. Letter Tile Possibilities,https://leetcode.com/problems/letter-tile-possibilities,leetcode,Medium,"Backtracking,Hash Table/Hash Map"
1080. Insufficient Nodes in Root to Leaf Paths,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths,leetcode,Medium,"Depth-First Search (DFS),Tree Traversal"
1081. Smallest Subsequence of Distinct Characters,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,leetcode,Medium,"Greedy,Stack,Monotonic Stack,String Manipulation"
1082. Sales Analysis I,https://leetcode.com/problems/sales-analysis-i,leetcode,Easy,Hash Table/Hash Map
1083. Sales Analysis II,https://leetcode.com/problems/sales-analysis-ii,leetcode,Easy,Hash Table/Hash Map
1084. Sales Analysis III,https://leetcode.com/problems/sales-analysis-iii,leetcode,Easy,Hash Table/Hash Map
1085. Sum of Digits in the Minimum Number,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number,leetcode,Easy,Hash Table/Hash Map
1086. High Five,https://leetcode.com/problems/high-five,leetcode,Easy,Hash Table/Hash Map
1087. Brace Expansion,https://leetcode.com/problems/brace-expansion,leetcode,Medium,Hash Table/Hash Map
1088. Confusing Number II,https://leetcode.com/problems/confusing-number-ii,leetcode,Hard,Hash Table/Hash Map
1089. Duplicate Zeros,https://leetcode.com/problems/duplicate-zeros,leetcode,Easy,Two Pointers
1090. Largest Values From Labels,https://leetcode.com/problems/largest-values-from-labels,leetcode,Medium,"Greedy,Hash Table/Hash Map,Sorting Algorithms"
1091. Shortest Path in Binary Matrix,https://leetcode.com/problems/shortest-path-in-binary-matrix,leetcode,Medium,"Breadth-First Search (BFS),Matrix Traversal"
1092. Shortest Common Supersequence ,https://leetcode.com/problems/shortest-common-supersequence,leetcode,Hard,Dynamic Programming
1093. Statistics from a Large Sample,https://leetcode.com/problems/statistics-from-a-large-sample,leetcode,Medium,Math and Geometry
1094. Car Pooling,https://leetcode.com/problems/car-pooling,leetcode,Medium,"Heap/Priority Queue,Queue,Sorting Algorithms"
1095. Find in Mountain Array,https://leetcode.com/problems/find-in-mountain-array,leetcode,Hard,Binary Search
1096. Brace Expansion II,https://leetcode.com/problems/brace-expansion-ii,leetcode,Hard,"Breadth-First Search (BFS),Backtracking,Stack"
1097. Game Play Analysis V,https://leetcode.com/problems/game-play-analysis-v,leetcode,Hard,Hash Table/Hash Map
1098. Unpopular Books,https://leetcode.com/problems/unpopular-books,leetcode,Medium,Hash Table/Hash Map
1099. Two Sum Less Than K,https://leetcode.com/problems/two-sum-less-than-k,leetcode,Easy,Hash Table/Hash Map
1100. Find K-Length Substrings With No Repeated Characters,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,leetcode,Medium,Hash Table/Hash Map
1101. The Earliest Moment When Everyone Become Friends,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,leetcode,Medium,Hash Table/Hash Map
1102. Path With Maximum Minimum Value,https://leetcode.com/problems/path-with-maximum-minimum-value,leetcode,Medium,Hash Table/Hash Map
1103. Distribute Candies to People,https://leetcode.com/problems/distribute-candies-to-people,leetcode,Easy,Math and Geometry
1104. Path In Zigzag Labelled Binary Tree,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree,leetcode,Medium,Tree Traversal
1105. Filling Bookcase Shelves,https://leetcode.com/problems/filling-bookcase-shelves,leetcode,Medium,Dynamic Programming
1106. Parsing A Boolean Expression,https://leetcode.com/problems/parsing-a-boolean-expression,leetcode,Hard,"Stack,Recursion,String Manipulation"
1107. New Users Daily Count,https://leetcode.com/problems/new-users-daily-count,leetcode,Medium,Hash Table/Hash Map
1108. Defanging an IP Address,https://leetcode.com/problems/defanging-an-ip-address,leetcode,Easy,String Manipulation
1109. Corporate Flight Bookings,https://leetcode.com/problems/corporate-flight-bookings,leetcode,Medium,Two Pointers
